slot,safety,mission_completion,power_autonomy,Observations
103,0.25800324964798066,0.912584954097226,0.8292224395625855,o6:o10
104,0.25871389077619705,0.9118698348531009,0.8293870717495065,
105,0.2594247332711867,0.9111542257326426,0.8295515452284751,
106,0.2601357738202721,0.9104381464077433,0.8297158601524881,
107,0.260847009117045,0.9097216163551156,0.8298800166743944,
108,0.26155843586139577,0.9090046548576798,0.8300440149468968,
109,0.2622700507595407,0.9082872810059481,0.8302078551225497,
110,0.2629818505240517,0.907569513699404,0.830371537353761,
111,0.2636938318738831,0.9068513716478797,0.8305350617927916,
112,0.26440599153439953,0.9061328733729264,0.8306984285917555,
113,0.2651183262374034,0.9054140372091841,0.83086163790262,
114,0.2658308327211626,0.904694881305746,0.8310246898772063,
115,0.26654350773043584,0.9039754236275159,0.831187584667189,
116,0.26725634801650133,0.9032556819565662,0.8313503224240962,
117,0.267969350337181,0.9025356738934867,0.8315129032993107,
118,0.26868251145686817,0.901815416858732,0.8316753274440682,
119,0.2693958281465526,0.9010949280939626,0.8318375950094598,
120,0.2701092971838462,0.9003742246633826,0.83199970614643,
121,0.14524540358675128,0.9471763214340494,0.8321616610057785,o14:o2
122,0.145785928141037,0.9467280816868093,0.8323234597381592,
123,0.14632726520161493,0.9462787959231209,0.8324851024940809,
124,0.14686941227713757,0.9458284734911966,0.8326465894239075,
125,0.14741236686980433,0.9453771237065358,0.832807920677857,
126,0.14795612647541706,0.9449247558518876,0.8329690964060044,
127,0.148500688583434,0.9444713791772146,0.8331301167582783,
128,0.14904605067702473,0.9440170028996582,0.8332909818844635,
129,0.14959221023312455,0.9435616362035049,0.8334516919342003,
130,0.15013916472248925,0.9431052882401563,0.833612247056985,
131,0.15068691160974976,0.9426479681280986,0.8337726474021694,
132,0.15123544835346678,0.9421896849528735,0.8339328931189615,
133,0.1517847724061855,0.9417304477670507,0.8340929843564255,
134,0.15233488121449051,0.9412702655902052,0.5270496350557736,o21
135,0.15288577221905988,0.9408091474088893,0.5275503843895983,
136,0.15343744285472097,0.9403471021766143,0.5280507109389355,
137,0.15398989055050388,0.9398841388138244,0.5285506146858531,
138,0.15454311272969726,0.9394202662078812,0.5290500956139006,
139,0.1550971068099022,0.9389554932130437,0.5295491537081041,
140,0.155651870203088,0.9384898286504506,0.5300477889549615,
141,0.15620740031564573,0.938023281308106,0.5305460013424369,
142,0.1567636945484439,0.9375558599408647,0.5310437908599562,
143,0.1573207502968828,0.9370875732704196,0.5315411574984019,
144,0.15787856495094937,0.9366184299852898,0.532038101250107,
145,0.1584371358952716,0.936148438740811,0.5325346221088518,
146,0.15899646050917393,0.9356776081591267,0.5330307200698575,
147,0.15955653616673116,0.9352059468291811,0.5335263951297816,
148,0.1601173602368237,0.9347334633067115,0.5340216472867126,
149,0.16067893008319234,0.9342601661142456,0.5345164765401661,
150,0.16124124306449236,0.933786063741096,0.5350108828910781,
151,0.16180429653434839,0.9333111646433596,0.5355048663418016,
152,0.1623680878414098,0.932835477243916,0.5359984268961008,
153,0.16293261432940398,0.9323590099324273,0.5364915645591457,
154,0.163497873337192,0.9318817710653404,0.5369842793375089,
155,0.16406386219882277,0.9314037689658894,0.5374765712391585,
156,0.16463057824358762,0.930925011924099,0.5379684402734546,
157,0.16519801879607485,0.9304455081967915,0.5384598864511441,
158,0.16576618117622388,0.9299652660075917,0.5389509097843553,
159,0.16633506269938067,0.9294842935469345,0.5394415102865938,
160,0.16690466067635065,0.9290025989720743,0.5399316879727368,
161,0.16747497241345466,0.9285201904070952,0.5404214428590287,
162,0.1680459952125822,0.9280370759429211,0.540910774963076,
163,0.16861772637124636,0.9275532636373294,0.541399684303843,
164,0.16919016318263772,0.9270687615149629,0.5418881709016459,
165,0.1697633029356787,0.9265835775673446,0.5423762347781489,
166,0.17033714291507795,0.9260977197528959,0.5428638759563589,
167,0.17091168040138432,0.9256111959969486,0.5433510944606209,
168,0.31588845720484326,0.8606797680907701,0.5438378903166129,o6:o10
169,0.3166091002251626,0.8599514708133991,0.5443242635513416,
170,0.31732969033461933,0.8592237291970122,0.5448102141931369,
171,0.31805022480017314,0.8584965526391128,0.5452957422716478,
172,0.31877070089664594,0.8577699504158374,0.5457808478178373,
173,0.31949111590673124,0.8570439316830885,0.5462655308639773,
174,0.32021146712100246,0.8563185054776545,0.5467497914436447,
175,0.3209317518379223,0.855593680718324,0.5472336295917157,
176,0.3216519673638506,0.8548694662069911,0.5477170453443618,
177,0.3223721110130532,0.8541458706297509,0.548200038739045,
178,0.17574124559759746,0.9209154601253109,0.5486826098145124,o14:o2
179,0.17632183016654202,0.9204243812585617,0.5491647586107922,
180,0.17690308380301317,0.9199327262436081,0.5496464851691886,
181,0.17748500374724543,0.919440502502834,0.5501277895322775,
182,0.178067587235973,0.9189477174267682,0.5506086717439017,
183,0.17865083150248487,0.9184543783741099,0.5510891318491659,
184,0.17923473377667642,0.9179604926717571,0.5515691698944322,
185,0.1798192912851041,0.917466067614833,0.5520487859273157,
186,0.1804045012510377,0.9169711104667173,0.5525279799966798,
187,0.18099036089451365,0.9164756284590734,0.5530067521526311,
188,0.18157686743238768,0.9159796287918822,0.5534851024465154,
189,0.18216401807838897,0.9154831186334711,0.5539630309309129,
190,0.18275181004317104,0.9149861051205495,0.5544405376596332,
191,0.18334024053436673,0.9144885953582391,0.5549176226877115,
192,0.18392930675663874,0.9139905964201116,0.5553942860714032,
193,0.1845190059117342,0.9134921153482223,0.5558705278681796,
194,0.18510933519853562,0.9129931591531464,0.5563463481367237,
195,0.18570029181311445,0.9124937348140163,0.5568217469369254,
196,0.18629187294878316,0.9119938492785593,0.5572967243298768,
197,0.18688407579614683,0.9114935094631369,0.5577712803778675,
198,0.18747689754315644,0.9109927222527827,0.5582454151443811,
199,0.18807033537516044,0.9104914945012452,0.5587191286940892,
200,0.18866438647495676,0.9099898330310272,0.5591924210928482,
201,0.18925904802284457,0.9094877446334277,0.5596652924076939,
202,0.1898543171966768,0.9089852360685848,0.5601377427068379,
203,0.19045019117191087,0.9084823140655209,0.560609772059662,
204,0.1910466671216617,0.9079789853221842,0.5610813805367145,
205,0.19164374221675193,0.9074752565054955,0.5615525682097059,
206,0.19224141362576389,0.9069711342513935,0.5620233351515039,
207,0.1928396785150913,0.9064666251648816,0.5624936814361294,
208,0.1934385340489903,0.9059617358200738,0.5629636071387516,
209,0.19403797738963025,0.9054564727602452,0.5634331123356842,
210,0.19463800569714534,0.9049508424978776,0.5639021971043804,
211,0.19523861612968527,0.9044448515147119,0.5643708615234289,
212,0.19583980584346586,0.8681955787675184,0.21120578132441994,o7:o22
213,0.19644157199282095,0.8675683346555487,0.2118601798090794,
214,0.19704391173025096,0.8669412116975079,0.21251485142809048,
215,0.19764682220647561,0.8663142173149474,0.21316979342050235,
216,0.19825030057048276,0.865687358869315,0.21382500302908394,
217,0.19885434396957957,0.8650606436622716,0.21448047750034832,
218,0.19945894954944238,0.8644340789360059,0.21513621408457656,
219,0.20006411445416689,0.8638076718735479,0.21579221003584184,
220,0.20066983582631806,0.8631814295990845,0.21644846261203313,
221,0.2012761108069801,0.8625553591782724,0.21710496907487897,
222,0.2018829365358058,0.8619294676185505,0.2177617266899707,
223,0.20249031015106655,0.8613037618694541,0.21841873272678577,
224,0.20309822878970224,0.8606782488229248,0.2190759844587116,
225,0.2037066895873692,0.8600529353136219,0.21973347916306712,
226,0.20431568967849117,0.8594278281192347,0.22039121412112725,
